rule_id,cwe_id,is_string_concat,is_parameterized_query,has_sanitizer_nearby,in_test_file,is_in_vendor_or_generated_dir,taint_source_distance,function_complexity,code_snippet_length,variable_name_entropy,is_user_input_direct,has_type_validation,is_third_party_lib_call,same_finding_seen_before_count,developer_dismissed_similar_before,file_change_frequency,is_authenticated_endpoint,label
xss-unescaped,CWE-79,1,0,1,0,0,10,19,196,3.82,0,0,0,7,1,10,0,0
xss-unescaped,CWE-79,1,0,1,0,0,20,23,370,3.62,0,0,1,7,1,27,0,0
sqli-concat,CWE-89,1,0,0,0,1,20,2,390,2.65,1,0,1,2,0,28,0,1
xss-unescaped,CWE-79,1,0,0,0,0,20,17,284,3.6,0,1,0,0,1,5,1,0
path-traversal,CWE-22,1,0,1,0,0,7,17,27,3.71,0,1,0,8,1,22,1,0
hardcoded-secret,CWE-798,0,0,1,1,0,19,1,153,2.03,0,1,0,1,1,16,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,8,25,193,4.38,1,0,0,4,0,40,0,1
insecure-deserialize,CWE-502,0,1,1,1,0,17,18,24,3.6,1,0,0,5,0,11,1,0
hardcoded-secret,CWE-798,1,0,0,1,0,9,6,369,4.29,0,0,0,4,0,12,0,0
ssrf-request,CWE-918,1,0,0,0,0,4,30,60,3.53,0,0,1,5,0,31,1,1
path-traversal,CWE-22,0,1,1,0,0,19,5,47,3.08,0,1,0,10,1,29,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,1,22,127,2.64,1,1,0,4,0,30,1,1
hardcoded-secret,CWE-798,0,1,1,0,0,12,12,225,2.34,0,0,1,4,1,35,1,0
path-traversal,CWE-22,0,0,0,0,1,1,6,235,3.0,1,1,0,8,1,3,1,0
sqli-concat,CWE-89,0,0,0,0,0,16,27,342,1.79,1,1,0,8,1,16,1,0
sqli-concat,CWE-89,1,0,0,0,0,20,7,315,3.23,0,1,0,10,0,49,1,0
sqli-concat,CWE-89,1,0,1,0,1,5,28,105,3.42,1,1,1,1,0,21,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,20,21,222,2.31,1,1,0,2,1,8,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,13,4,68,1.69,0,0,1,8,1,5,0,0
hardcoded-secret,CWE-798,0,0,1,0,0,8,24,165,2.83,0,0,0,5,1,20,1,0
path-traversal,CWE-22,1,0,1,0,0,18,6,322,3.29,1,1,1,7,0,5,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,10,1,20,3.07,0,1,0,8,0,31,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,1,18,211,2.07,1,1,0,10,0,24,0,0
hardcoded-secret,CWE-798,0,1,0,0,0,20,26,375,3.55,1,1,0,1,0,18,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,20,16,116,2.46,0,0,1,4,0,45,1,0
insecure-deserialize,CWE-502,0,0,0,0,0,16,7,195,2.76,1,1,0,0,0,48,0,0
sqli-concat,CWE-89,1,0,1,0,0,16,6,118,4.19,1,0,0,3,0,28,0,1
insecure-deserialize,CWE-502,0,0,1,0,0,4,17,360,4.45,1,1,0,0,1,35,0,1
hardcoded-secret,CWE-798,1,0,1,0,0,2,28,361,2.15,1,1,0,4,0,25,0,1
sqli-concat,CWE-89,0,1,0,0,0,3,8,100,3.0,1,0,0,10,0,34,0,1
xss-unescaped,CWE-79,1,0,0,0,0,18,26,350,3.77,1,0,0,6,0,8,1,1
sqli-concat,CWE-89,1,0,1,0,0,18,23,270,2.07,1,1,0,4,1,38,0,1
sqli-concat,CWE-89,0,1,1,0,0,18,12,252,1.5,1,0,1,9,1,49,0,0
hardcoded-secret,CWE-798,0,1,0,0,0,16,25,302,1.96,1,1,0,8,0,2,0,0
xss-unescaped,CWE-79,0,0,0,0,0,4,2,312,3.43,1,1,0,3,0,4,0,1
xss-unescaped,CWE-79,1,0,0,0,0,2,12,305,3.73,1,0,1,4,0,46,0,1
hardcoded-secret,CWE-798,0,0,0,0,0,8,18,217,2.07,0,0,0,8,0,6,1,0
insecure-deserialize,CWE-502,1,0,1,1,0,6,26,112,3.15,0,1,1,5,0,20,1,0
path-traversal,CWE-22,1,0,1,0,0,19,18,129,2.63,1,1,1,7,1,0,0,0
hardcoded-secret,CWE-798,0,0,1,0,0,8,7,181,1.57,1,0,0,7,0,8,1,0
hardcoded-secret,CWE-798,0,0,1,0,0,3,19,224,3.21,0,1,1,2,0,44,0,0
ssrf-request,CWE-918,1,0,0,0,1,19,13,60,3.84,1,1,1,6,0,7,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,2,11,296,3.19,0,0,0,6,1,48,0,0
xss-unescaped,CWE-79,1,0,1,0,0,5,5,192,1.75,0,1,0,6,0,49,0,0
xss-unescaped,CWE-79,1,0,0,0,0,19,7,307,3.35,0,0,0,6,0,36,0,1
sqli-concat,CWE-89,1,0,1,0,0,7,11,196,3.28,1,0,1,9,1,28,0,0
path-traversal,CWE-22,0,0,0,0,0,5,25,392,4.06,0,0,1,2,1,18,0,0
hardcoded-secret,CWE-798,0,1,1,0,0,11,7,398,3.11,1,1,0,2,0,42,0,0
path-traversal,CWE-22,0,1,0,0,0,7,26,376,3.35,0,0,0,4,0,42,1,0
sqli-concat,CWE-89,0,1,1,0,0,13,17,383,1.8,0,0,0,7,0,45,0,0
sqli-concat,CWE-89,0,1,1,0,0,6,1,197,3.55,1,0,1,8,0,3,1,0
path-traversal,CWE-22,0,1,0,0,0,13,22,90,1.76,0,1,0,2,0,19,1,0
path-traversal,CWE-22,0,0,0,0,0,7,28,90,2.43,0,1,1,2,0,36,0,0
hardcoded-secret,CWE-798,0,0,0,0,0,5,24,35,3.8,1,1,0,10,1,17,0,0
xss-unescaped,CWE-79,0,0,0,0,0,20,20,156,3.32,0,0,0,5,0,49,1,0
xss-unescaped,CWE-79,1,0,1,0,0,13,16,262,1.91,0,1,1,0,1,26,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,15,28,335,2.97,1,0,0,0,0,24,1,1
path-traversal,CWE-22,0,0,1,0,0,2,29,145,3.06,0,1,0,10,1,12,1,0
path-traversal,CWE-22,1,0,1,0,0,10,15,105,2.77,0,0,0,10,0,46,0,0
xss-unescaped,CWE-79,0,1,1,0,0,1,6,252,3.27,0,1,0,5,0,45,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,12,3,288,3.62,0,1,0,0,1,21,0,0
xss-unescaped,CWE-79,0,0,0,0,0,10,24,248,2.37,0,0,0,4,0,31,1,0
ssrf-request,CWE-918,0,1,0,0,0,16,15,229,2.83,0,0,1,4,0,35,0,0
sqli-concat,CWE-89,0,0,0,0,0,2,5,36,3.5,1,1,1,0,0,11,0,1
insecure-deserialize,CWE-502,1,0,0,1,0,19,12,38,1.78,1,1,1,6,1,4,1,0
path-traversal,CWE-22,0,0,1,0,0,14,17,127,3.59,0,0,0,9,1,45,1,0
path-traversal,CWE-22,1,0,1,0,0,20,12,86,3.34,1,1,1,9,0,18,0,0
sqli-concat,CWE-89,0,0,1,0,1,4,24,126,3.9,1,0,0,8,1,13,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,10,10,279,3.15,0,1,0,9,0,1,0,0
xss-unescaped,CWE-79,1,0,1,1,0,16,30,262,3.89,1,0,0,8,1,29,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,1,7,315,3.56,1,0,1,4,1,21,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,10,23,181,3.63,0,1,1,5,0,19,0,0
ssrf-request,CWE-918,1,0,0,0,0,2,25,123,4.24,0,1,1,2,0,30,1,0
hardcoded-secret,CWE-798,0,0,0,0,0,2,15,218,3.64,0,1,1,10,1,5,1,0
path-traversal,CWE-22,0,0,1,0,0,10,21,127,2.46,1,1,1,10,0,9,0,0
hardcoded-secret,CWE-798,0,0,0,0,1,12,18,183,2.31,1,0,0,4,0,21,1,0
sqli-concat,CWE-89,0,0,1,1,0,2,4,216,1.66,0,1,0,4,0,12,0,0
path-traversal,CWE-22,0,0,1,0,0,10,22,349,3.63,0,0,0,9,0,23,1,0
xss-unescaped,CWE-79,1,0,1,0,0,1,3,263,1.84,0,1,1,9,0,32,0,0
path-traversal,CWE-22,0,1,0,0,0,18,15,225,3.27,0,0,1,6,0,13,1,0
path-traversal,CWE-22,1,0,0,0,0,3,24,384,3.22,1,1,0,7,0,25,0,1
ssrf-request,CWE-918,0,1,1,0,0,2,3,131,3.95,0,0,0,7,0,24,1,0
xss-unescaped,CWE-79,0,1,1,0,1,10,30,242,3.65,0,0,0,8,0,8,1,0
sqli-concat,CWE-89,1,0,0,0,0,18,27,203,1.83,0,0,0,9,0,20,1,1
path-traversal,CWE-22,1,0,1,0,0,6,16,91,2.06,1,1,0,10,0,0,0,1
insecure-deserialize,CWE-502,0,0,1,0,0,5,3,90,3.43,1,1,0,7,0,35,1,0
path-traversal,CWE-22,1,0,0,0,0,20,1,315,2.99,1,1,1,9,0,2,1,1
insecure-deserialize,CWE-502,1,0,0,0,1,3,5,393,3.69,1,1,0,8,1,5,0,0
path-traversal,CWE-22,0,1,0,1,0,18,25,25,2.91,1,1,0,4,0,2,1,0
insecure-deserialize,CWE-502,1,0,0,0,1,19,6,313,1.65,0,1,0,2,0,50,1,0
hardcoded-secret,CWE-798,0,1,1,1,1,1,24,77,3.31,0,1,0,2,0,44,0,0
path-traversal,CWE-22,0,0,1,1,0,5,20,98,4.01,1,1,0,7,1,10,0,0
ssrf-request,CWE-918,1,0,0,0,0,4,2,105,2.89,1,0,0,6,0,9,1,1
sqli-concat,CWE-89,1,0,1,0,0,11,17,369,4.37,1,1,0,10,1,21,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,8,24,364,3.27,1,0,0,0,0,4,0,0
path-traversal,CWE-22,0,0,1,0,0,10,9,118,1.6,0,0,1,10,0,7,0,0
ssrf-request,CWE-918,0,1,0,1,1,6,9,170,2.9,1,1,1,10,1,20,1,0
xss-unescaped,CWE-79,0,1,0,0,0,11,2,152,4.37,1,0,0,3,0,11,1,0
sqli-concat,CWE-89,0,1,0,0,0,4,30,246,3.65,0,0,0,4,1,1,1,0
xss-unescaped,CWE-79,0,0,1,0,0,11,29,220,3.22,1,1,0,1,0,0,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,12,11,369,2.41,0,1,0,5,0,29,1,0
insecure-deserialize,CWE-502,0,0,0,1,0,7,10,376,2.67,1,1,0,10,0,12,0,0
sqli-concat,CWE-89,0,0,0,0,0,3,26,296,3.43,1,0,0,0,0,46,0,1
path-traversal,CWE-22,0,0,1,1,1,18,5,399,3.24,0,0,0,0,0,39,0,0
xss-unescaped,CWE-79,0,0,0,0,0,10,27,69,2.87,0,0,0,9,1,14,0,0
xss-unescaped,CWE-79,1,0,1,0,0,13,11,81,4.43,0,1,1,3,1,37,0,0
hardcoded-secret,CWE-798,0,0,1,0,0,14,6,376,2.61,0,0,0,10,0,49,0,0
sqli-concat,CWE-89,1,0,0,0,0,6,30,65,3.62,1,1,0,7,0,13,0,1
insecure-deserialize,CWE-502,1,0,1,0,0,6,20,374,1.61,1,0,0,4,0,0,0,1
xss-unescaped,CWE-79,0,0,1,1,0,18,17,132,2.89,0,1,0,1,1,43,1,0
path-traversal,CWE-22,0,0,0,0,0,12,10,127,2.8,1,0,0,0,1,11,0,1
sqli-concat,CWE-89,1,0,0,0,0,8,24,247,3.28,0,1,0,1,0,6,0,1
insecure-deserialize,CWE-502,1,0,0,0,0,8,3,261,3.26,1,0,0,9,0,24,1,1
xss-unescaped,CWE-79,1,0,0,0,0,9,7,191,1.88,0,1,0,7,0,10,1,0
xss-unescaped,CWE-79,1,0,0,0,0,20,29,107,3.23,0,0,0,8,0,13,1,1
path-traversal,CWE-22,1,0,0,0,0,8,8,187,2.8,0,0,0,0,0,30,0,1
path-traversal,CWE-22,1,0,1,0,0,4,15,273,2.22,0,1,1,2,0,15,0,0
sqli-concat,CWE-89,1,0,1,0,0,15,28,312,3.74,1,1,1,6,0,23,1,0
insecure-deserialize,CWE-502,0,0,1,1,0,11,17,36,2.39,0,0,0,5,1,3,1,0
sqli-concat,CWE-89,0,1,1,0,0,2,12,207,2.03,0,0,0,5,0,7,1,0
insecure-deserialize,CWE-502,0,0,1,0,0,9,17,368,2.77,1,1,0,8,0,7,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,3,7,254,1.76,0,1,1,1,0,17,0,0
insecure-deserialize,CWE-502,0,1,0,1,1,17,21,31,2.38,0,1,0,7,1,1,1,0
xss-unescaped,CWE-79,0,0,0,0,0,17,21,191,2.74,1,1,0,8,1,28,1,0
hardcoded-secret,CWE-798,0,1,0,0,0,8,16,210,4.41,0,0,0,7,1,39,0,0
insecure-deserialize,CWE-502,1,0,0,1,1,5,6,141,1.85,0,1,0,2,0,45,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,15,18,103,3.1,0,1,1,2,1,20,0,0
sqli-concat,CWE-89,1,0,1,0,0,10,25,313,3.5,1,1,0,7,1,8,0,0
hardcoded-secret,CWE-798,0,1,0,0,0,3,11,48,3.32,0,1,0,1,0,28,0,0
ssrf-request,CWE-918,1,0,0,0,1,20,20,281,4.33,1,1,0,6,0,23,0,1
hardcoded-secret,CWE-798,1,0,1,0,0,15,28,307,1.76,1,1,1,4,0,46,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,20,3,93,2.12,1,0,1,9,1,5,0,1
path-traversal,CWE-22,1,0,1,0,0,15,23,310,3.77,0,1,0,7,0,19,1,0
path-traversal,CWE-22,1,0,0,0,0,1,5,154,2.4,1,0,0,4,0,31,0,1
sqli-concat,CWE-89,0,1,1,1,0,3,20,205,3.24,1,1,1,1,0,46,0,0
hardcoded-secret,CWE-798,0,0,0,0,0,5,12,103,1.66,1,0,0,8,0,4,0,1
insecure-deserialize,CWE-502,0,0,0,0,0,11,27,370,3.9,1,0,0,5,1,0,0,1
ssrf-request,CWE-918,1,0,1,0,0,14,11,103,1.81,0,0,1,8,0,33,0,0
path-traversal,CWE-22,1,0,0,0,0,5,30,28,2.94,1,0,1,9,0,21,0,1
insecure-deserialize,CWE-502,1,0,0,0,0,4,8,85,4.07,0,1,0,2,1,27,0,1
sqli-concat,CWE-89,0,1,1,0,0,4,2,357,3.04,0,1,0,4,0,48,0,0
sqli-concat,CWE-89,0,0,0,0,1,1,3,94,4.04,1,1,0,8,1,39,0,0
ssrf-request,CWE-918,0,0,0,0,0,7,10,107,4.2,0,0,1,7,0,37,0,0
path-traversal,CWE-22,0,0,1,1,0,14,7,283,2.18,1,0,0,8,0,48,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,16,4,217,2.35,1,1,0,6,0,27,0,1
sqli-concat,CWE-89,1,0,1,0,0,16,22,73,2.69,0,0,0,6,0,6,0,1
sqli-concat,CWE-89,1,0,0,0,0,20,28,226,1.87,1,1,1,9,0,48,1,1
hardcoded-secret,CWE-798,1,0,1,1,0,17,9,95,3.8,1,1,0,10,1,1,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,6,13,329,3.54,0,0,0,8,1,50,1,0
xss-unescaped,CWE-79,1,0,1,0,0,9,18,195,3.93,0,0,1,1,0,20,1,0
path-traversal,CWE-22,1,0,0,0,0,18,22,175,4.15,1,0,0,6,0,7,1,1
insecure-deserialize,CWE-502,1,0,1,0,0,6,17,48,2.67,1,1,1,4,0,1,0,0
xss-unescaped,CWE-79,1,0,1,0,0,19,1,340,2.52,1,1,0,0,0,15,0,1
insecure-deserialize,CWE-502,1,0,0,1,0,3,28,176,1.84,1,0,0,6,0,26,1,1
sqli-concat,CWE-89,1,0,0,1,0,13,19,219,2.47,1,0,0,3,0,32,1,0
xss-unescaped,CWE-79,1,0,1,1,0,7,16,345,4.04,0,1,0,4,1,25,0,0
ssrf-request,CWE-918,0,0,1,0,0,19,26,291,2.93,0,1,0,4,0,34,1,0
xss-unescaped,CWE-79,1,0,1,0,0,17,15,363,3.79,0,0,0,3,0,47,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,12,15,95,2.22,1,1,0,1,0,26,1,1
hardcoded-secret,CWE-798,0,1,0,0,0,4,5,118,1.58,1,1,0,6,0,2,0,0
xss-unescaped,CWE-79,1,0,0,0,0,9,22,301,2.03,1,0,0,1,0,19,0,1
path-traversal,CWE-22,1,0,0,0,0,5,8,77,3.21,0,1,0,1,0,7,1,0
hardcoded-secret,CWE-798,1,0,0,1,1,7,5,74,2.03,1,1,0,9,0,34,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,8,9,94,2.59,1,0,0,9,0,47,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,12,29,370,1.87,1,1,0,6,1,16,1,0
sqli-concat,CWE-89,0,1,0,1,0,6,30,244,3.39,1,0,0,1,1,31,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,4,27,102,3.6,1,1,0,8,1,29,0,1
sqli-concat,CWE-89,0,1,0,0,0,7,21,176,2.44,0,0,0,10,1,38,1,0
hardcoded-secret,CWE-798,1,0,1,1,0,5,9,108,3.56,1,0,0,5,0,24,0,0
sqli-concat,CWE-89,0,0,0,1,0,7,9,379,4.06,1,1,0,5,0,36,0,0
sqli-concat,CWE-89,1,0,1,0,0,16,4,134,3.64,1,1,0,6,0,13,0,1
hardcoded-secret,CWE-798,0,1,0,0,0,5,1,168,4.43,1,0,0,10,0,5,0,1
path-traversal,CWE-22,0,1,1,0,0,13,23,236,3.71,0,0,0,3,0,22,0,0
sqli-concat,CWE-89,1,0,1,0,0,13,22,209,1.9,0,0,0,8,0,21,1,0
xss-unescaped,CWE-79,0,1,1,0,0,4,11,42,4.44,1,1,1,4,1,16,1,0
ssrf-request,CWE-918,1,0,1,1,0,11,24,271,3.79,1,0,0,0,0,2,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,16,2,246,2.57,1,1,0,2,0,5,0,0
hardcoded-secret,CWE-798,0,0,1,0,0,19,7,318,4.49,0,1,1,3,1,43,0,0
hardcoded-secret,CWE-798,0,1,0,0,0,19,30,74,4.01,0,1,1,10,0,40,1,0
ssrf-request,CWE-918,0,1,0,0,1,15,11,394,4.5,0,0,1,10,0,3,0,0
ssrf-request,CWE-918,1,0,0,0,0,6,8,224,1.77,0,1,1,4,0,41,0,0
sqli-concat,CWE-89,1,0,1,0,0,10,29,370,3.31,0,1,0,7,0,24,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,12,20,115,2.8,0,1,1,10,0,43,0,0
path-traversal,CWE-22,0,1,1,0,0,16,10,96,4.45,1,0,0,4,0,35,0,0
sqli-concat,CWE-89,0,1,1,0,0,19,27,149,2.57,0,0,0,7,0,11,1,0
sqli-concat,CWE-89,0,1,1,0,0,15,25,363,2.85,1,0,0,1,1,38,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,4,1,107,3.47,1,1,0,9,0,43,1,0
hardcoded-secret,CWE-798,0,0,0,0,0,4,27,28,3.59,0,0,0,2,0,27,0,1
sqli-concat,CWE-89,1,0,1,0,0,14,1,79,2.0,1,1,0,7,0,12,1,0
ssrf-request,CWE-918,1,0,0,0,0,4,21,385,2.8,1,1,0,6,0,37,1,1
xss-unescaped,CWE-79,0,0,1,0,0,18,3,157,4.18,1,0,0,10,0,44,1,0
sqli-concat,CWE-89,0,1,0,0,1,15,8,279,2.16,1,1,0,4,1,24,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,6,20,126,2.35,1,0,0,2,0,6,1,1
path-traversal,CWE-22,1,0,0,0,0,2,1,203,4.14,0,0,1,8,0,4,1,1
path-traversal,CWE-22,0,0,0,0,0,16,9,194,3.85,1,0,1,8,0,6,0,1
path-traversal,CWE-22,1,0,0,1,0,20,20,72,3.97,0,0,0,3,1,10,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,4,5,351,2.59,0,0,0,6,1,0,0,0
path-traversal,CWE-22,1,0,1,0,0,3,9,210,3.65,0,0,1,8,0,14,0,0
path-traversal,CWE-22,1,0,1,1,0,17,26,369,2.59,0,0,0,8,1,5,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,13,25,38,3.48,0,1,0,10,1,19,1,0
hardcoded-secret,CWE-798,0,1,0,0,0,15,21,125,4.16,1,1,1,10,0,12,1,0
sqli-concat,CWE-89,0,1,1,0,0,5,17,296,2.35,1,1,1,2,0,50,1,0
xss-unescaped,CWE-79,1,0,1,1,0,4,24,50,4.02,1,0,0,10,1,28,1,0
ssrf-request,CWE-918,0,1,1,1,0,19,19,385,4.18,0,1,0,10,1,45,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,17,19,118,3.97,0,0,0,6,0,3,1,1
xss-unescaped,CWE-79,1,0,0,0,0,12,22,289,2.71,1,1,0,10,0,28,1,1
insecure-deserialize,CWE-502,1,0,0,0,1,5,16,384,2.87,0,0,0,0,1,35,1,0
sqli-concat,CWE-89,1,0,0,0,0,19,10,40,3.07,1,1,0,7,0,9,0,1
ssrf-request,CWE-918,1,0,0,1,0,10,29,165,2.15,1,0,0,5,0,2,1,1
path-traversal,CWE-22,1,0,1,1,0,13,16,388,4.0,0,1,1,10,0,46,1,0
sqli-concat,CWE-89,1,0,1,0,0,13,11,296,1.64,1,1,0,2,1,36,1,0
ssrf-request,CWE-918,0,0,0,1,0,18,19,47,4.37,1,0,0,8,0,1,1,0
xss-unescaped,CWE-79,0,1,0,0,0,20,11,225,3.27,0,1,0,6,0,33,1,0
path-traversal,CWE-22,1,0,0,0,0,4,18,106,2.36,0,0,0,6,0,3,1,1
xss-unescaped,CWE-79,0,0,1,0,0,11,5,231,4.18,0,0,0,9,0,31,1,0
sqli-concat,CWE-89,1,0,0,0,0,18,14,53,2.95,0,0,0,9,0,15,0,1
hardcoded-secret,CWE-798,1,0,1,0,1,17,7,92,2.62,0,1,1,8,0,0,1,0
ssrf-request,CWE-918,1,0,0,0,0,16,9,326,2.25,1,0,0,8,0,10,0,1
hardcoded-secret,CWE-798,0,1,0,0,0,18,9,241,2.13,1,1,0,7,0,42,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,5,21,21,3.33,0,0,0,7,1,34,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,12,27,212,3.98,0,0,0,5,1,28,0,0
xss-unescaped,CWE-79,0,1,1,0,0,20,21,175,3.93,1,1,0,7,1,45,0,0
sqli-concat,CWE-89,0,1,0,1,0,19,17,272,2.01,0,0,0,1,0,36,0,0
ssrf-request,CWE-918,1,0,0,0,0,1,23,367,3.1,1,0,1,10,0,41,0,1
hardcoded-secret,CWE-798,1,0,1,0,0,17,15,273,2.58,0,0,0,6,0,20,0,0
path-traversal,CWE-22,0,1,0,1,0,1,24,135,4.43,0,0,0,5,0,40,0,0
sqli-concat,CWE-89,1,0,1,0,0,19,26,340,4.31,0,0,0,5,1,21,0,1
sqli-concat,CWE-89,1,0,0,0,1,19,4,63,4.42,1,1,1,1,1,3,1,0
sqli-concat,CWE-89,1,0,1,0,0,2,18,46,2.38,0,1,0,9,1,39,0,0
path-traversal,CWE-22,1,0,1,0,1,20,20,71,2.52,0,1,0,9,0,6,0,0
ssrf-request,CWE-918,0,0,0,0,0,9,12,235,2.94,0,0,0,0,0,19,1,0
ssrf-request,CWE-918,1,0,1,0,0,18,25,94,1.94,1,1,0,0,0,42,0,1
sqli-concat,CWE-89,0,0,1,0,0,7,21,123,3.86,1,1,0,5,1,36,1,0
ssrf-request,CWE-918,1,0,1,0,1,4,15,41,2.99,0,0,0,3,0,47,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,1,12,25,1.72,0,0,0,3,0,48,1,1
sqli-concat,CWE-89,0,0,0,0,0,8,29,154,3.66,0,0,0,2,1,6,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,7,10,253,2.22,0,1,1,1,0,8,0,0
xss-unescaped,CWE-79,1,0,1,0,0,14,21,145,4.26,0,1,1,5,0,40,1,0
xss-unescaped,CWE-79,1,0,0,0,0,16,26,359,3.34,1,1,0,7,0,45,1,1
ssrf-request,CWE-918,1,0,1,0,0,19,13,346,4.26,0,0,0,3,0,15,1,0
xss-unescaped,CWE-79,1,0,1,1,0,19,6,211,2.26,0,1,0,5,0,2,1,0
ssrf-request,CWE-918,1,0,1,0,0,14,14,208,3.91,1,0,0,3,0,4,1,1
sqli-concat,CWE-89,1,0,0,0,0,8,4,80,1.71,0,1,0,5,0,47,1,0
xss-unescaped,CWE-79,0,1,0,0,0,10,27,197,3.85,1,0,0,8,1,9,1,0
xss-unescaped,CWE-79,0,0,1,0,0,19,26,302,3.77,1,1,1,5,1,27,1,0
xss-unescaped,CWE-79,1,0,1,1,0,1,12,91,3.23,0,1,1,5,0,26,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,1,19,36,4.27,1,1,1,3,1,4,1,1
xss-unescaped,CWE-79,1,0,0,0,0,15,21,175,1.78,0,0,1,9,0,11,0,1
sqli-concat,CWE-89,1,0,1,0,0,10,22,288,1.71,0,0,0,6,0,7,0,1
ssrf-request,CWE-918,1,0,1,0,0,13,29,125,1.89,1,1,0,9,1,37,0,0
ssrf-request,CWE-918,1,0,1,0,0,5,15,52,3.97,0,1,1,7,0,36,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,10,13,333,3.97,1,0,0,9,1,29,1,0
insecure-deserialize,CWE-502,0,0,1,0,0,2,8,100,2.32,1,0,0,3,1,26,0,1
hardcoded-secret,CWE-798,0,0,1,0,0,6,9,126,3.02,0,1,0,6,1,25,0,0
sqli-concat,CWE-89,1,0,0,0,0,5,11,363,3.75,0,0,0,3,1,28,0,1
path-traversal,CWE-22,1,0,0,0,0,1,20,71,2.03,1,0,0,0,0,9,1,1
hardcoded-secret,CWE-798,0,0,0,1,0,18,7,246,3.59,0,1,0,7,0,0,0,0
path-traversal,CWE-22,0,0,1,1,1,7,3,28,2.77,1,0,0,1,0,6,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,11,11,307,3.38,1,1,0,3,0,20,0,0
sqli-concat,CWE-89,1,0,1,0,0,7,15,132,1.7,1,0,0,3,0,49,1,1
sqli-concat,CWE-89,0,1,0,0,0,13,22,375,1.9,1,1,0,0,0,37,1,0
path-traversal,CWE-22,0,0,0,0,0,4,10,141,3.71,0,0,0,7,0,9,1,0
xss-unescaped,CWE-79,0,0,1,0,0,11,5,162,2.45,0,1,0,4,1,14,1,0
hardcoded-secret,CWE-798,0,0,0,1,0,8,26,371,3.59,1,1,0,10,0,31,0,0
xss-unescaped,CWE-79,0,0,0,0,1,6,19,301,3.99,0,0,0,7,0,46,0,0
xss-unescaped,CWE-79,1,0,0,0,0,10,10,315,2.84,1,1,0,5,0,10,1,1
path-traversal,CWE-22,1,0,1,0,0,16,1,215,2.78,1,0,0,2,0,29,1,1
path-traversal,CWE-22,1,0,1,0,0,16,3,190,1.91,0,0,0,8,1,23,1,0
path-traversal,CWE-22,1,0,1,1,1,12,13,270,2.42,0,1,1,1,0,36,0,0
xss-unescaped,CWE-79,1,0,1,0,0,12,17,383,2.97,0,1,1,3,0,2,1,0
insecure-deserialize,CWE-502,0,0,1,0,1,5,9,146,3.31,0,0,0,1,0,24,1,0
insecure-deserialize,CWE-502,0,0,1,0,1,14,9,374,2.41,1,1,0,1,0,36,1,0
xss-unescaped,CWE-79,1,0,0,1,0,13,23,177,1.52,1,0,0,6,0,41,1,1
insecure-deserialize,CWE-502,1,0,0,0,0,6,23,88,2.09,0,1,0,3,0,3,0,1
xss-unescaped,CWE-79,1,0,1,0,0,20,4,345,2.0,1,0,0,5,0,15,1,1
path-traversal,CWE-22,0,0,0,0,0,1,22,318,3.87,0,0,0,8,1,48,1,0
path-traversal,CWE-22,1,0,1,0,1,11,12,369,4.17,0,1,0,6,0,22,1,0
sqli-concat,CWE-89,0,1,1,0,0,5,1,328,1.87,0,1,0,10,0,30,1,0
